customer_id,signup_date,age,city,country,email,total_orders,lifetime_value,churn_risk
C00336,2025-10-27,27,New Josephshire,India,racheljohnson@example.org,38,9824.89,medium
C00337,2024-10-27,60,Danielleburgh,US,simmonstammie@example.org,5,941.12,medium
C00338,2025-02-27,28,North Carmen,UAE,robinsonmichelle@example.com,20,5722.95,high
C00339,2024-08-06,29,Shellyville,UAE,rford@example.com,32,9329.94,high
C00340,2025-03-10,32,East Amandaville,UAE,qfisher@example.com,40,7560.66,low
C00341,2024-12-09,62,New Jessicabury,India,martinsonya@example.net,25,1609.6,high
C00342,2023-04-29,54,New Monica,US,debra48@example.net,1,259.7,high
C00343,2023-06-19,38,Davidville,UK,davidmoody@example.net,3,268.93,high
C00344,2025-07-11,27,New Christinashire,India,pyoung@example.com,7,1618.7,low
C00345,2026-03-01,28,North Brianport,UAE,kristinaolsen@example.com,23,6187.84,low
C00346,2024-09-04,64,Cookfurt,India,kevindiaz@example.net,46,6927.14,medium
C00347,2026-03-11,22,Glorialand,India,eward@example.com,14,1390.17,low
C00348,2025-05-02,,New Elizabethmouth,US,williamsjeffrey@example.net,47,6971.01,medium
C00349,2024-04-18,49,Michaelland,US,oferguson@example.net,11,1373.16,medium
C00350,2024-01-11,68,West Peter,UK,parrishashley@example.com,7,1440.33,high
C00351,2024-08-21,22,Port Jefferytown,India,zacharymorgan@example.org,15,1644.38,medium
C00352,2024-05-04,22,Lake Juanshire,India,kevinking@example.net,17,1290.78,medium
C00353,2023-12-17,53,North Tommy,India,hernandezcynthia@example.com,11,1333.71,high
C00354,2023-09-16,45,Kristenborough,UAE,jensenmichael@example.org,31,2311.03,medium
C00355,2023-04-18,39,Herreraview,India,michaelreed@example.com,11,3223.96,medium
C00356,2025-04-01,64,Lake Christopherville,UK,erictaylor@example.org,45,4572.97,medium
C00357,2026-02-22,21,West Christineton,US,djohnson@example.net,20,3687.56,medium
C00358,2025-03-11,18,South Megan,US,thomas04@example.com,10,536.6,high
C00359,2025-07-23,30,Haletown,India,bradley26@example.org,41,1514.89,low
C00360,2025-10-21,23,North Kyle,US,hmiller@example.net,41,10570.52,medium
C00361,2025-02-22,60,South Dwayne,India,millstina@example.com,26,1419.78,high
C00362,2023-11-22,42,North Peterburgh,India,patriciamarshall@example.net,25,2009.43,low
C00363,2023-11-10,34,Port Sherrifurt,India,henryadam@example.net,17,4352.19,high
C00364,2025-01-17,62,South Angela,UAE,halljesse@example.org,4,224.44,high
C00365,2025-01-07,44,East Gregstad,UK,ngibson@example.com,23,2102.85,low
C00366,2025-07-07,44,Richardchester,UK,theresanash@example.org,25,5387.71,medium
C00367,2025-05-09,48,East James,India,markkhan@example.net,37,1898.76,high
C00368,2023-10-05,51,Jamesside,UK,sball@example.com,3,638.8,high
C00369,2025-02-28,66,Langfurt,US,nicolepatton@example.org,10,766.77,low
C00370,2026-01-03,26,Elaineside,India,sthompson@example.org,14,2020.36,high
C00371,2024-04-28,70,Harrisfurt,UAE,matthew20@example.com,28,1957.96,high
C00372,2025-01-14,64,Fischermouth,India,nancymoore@example.com,17,909.46,high
C00373,2023-09-25,35,Port Stephenmouth,UK,jameslopez@example.com,26,3996.26,low
C00374,2025-07-17,51,Patrickberg,US,charles88@example.com,45,2717.1,low
C00375,2025-07-24,55,Ericafort,India,michaeladams@example.net,10,2797.31,high
C00376,2025-09-20,36,Lake Jessica,UK,jessicastephens@example.net,50,13381.83,medium
C00377,2024-10-31,49,East Michelle,UK,kathleen72@example.com,17,3305.14,low
C00378,2024-04-02,27,East Kara,UK,ashley71@example.com,12,2332.04,high
C00379,2023-08-29,,West Georgehaven,India,xhoffman@example.net,26,5627.41,low
C00380,2024-03-07,35,East Joseph,India,lopezthomas@example.com,48,1702.22,medium
C00381,2025-01-24,49,Rossmouth,UAE,michelle38@example.com,20,4298.2,low
C00382,2024-12-26,65,Rickyfurt,US,wparker@example.org,9,2150.9,medium
C00383,2025-08-07,56,East Kathleenmouth,UAE,coreytodd@example.net,18,973.93,medium
C00384,2025-04-17,44,North Timothy,UAE,shawnreyes@example.com,14,2251.26,high
C00385,2024-11-10,50,Markhaven,India,amberturner@example.com,24,1145.2,high
C00386,2023-04-17,67,Wyattchester,UK,dvalentine@example.net,33,8824.85,low
C00387,2024-07-08,30,Port Eugeneborough,India,michaelboyd@example.com,12,1168.35,medium
C00388,2026-03-17,63,Port Ashley,India,geraldcraig@example.net,4,415.9,medium
C00389,2023-12-05,25,Stephanieborough,UAE,tkim@example.net,33,1262.32,medium
C00390,2025-05-03,29,Denniston,US,jenniferrivera@example.com,32,6030.65,medium
C00391,2026-04-05,34,West Kirstenbury,UAE,karenjones@example.com,23,5849.7,low
C00392,2024-09-02,,East Christinefort,India,gabriella81@example.net,19,1405.71,high
C00393,2024-08-30,32,Snowville,UAE,salasnicole@example.net,50,4539.01,low
C00394,2024-08-02,50,Lake Alyssa,India,lovemichael@example.com,18,4742.1,high
C00395,2024-06-27,26,Port Jasonborough,UAE,wendy99@example.net,1,76.76,low
C00396,2023-11-17,69,New Diane,India,amy37@example.com,15,3336.6,high
C00397,2023-06-25,42,Lake Mariashire,India,stacey26@example.org,42,6465.04,low
C00398,2023-06-29,51,North Josephchester,UK,michaellynch@example.net,30,4116.94,low
C00399,2024-09-27,60,Port Tyler,India,brewercharles@example.net,1,181.59,high
C00400,2025-05-26,61,Lake Natalie,India,ryanchristine@example.org,39,6242.71,medium
C00401,2024-04-14,35,Millerhaven,India,richard32@example.org,18,3728.74,high
C00402,2025-05-18,51,North Melissaton,India,jonesjeff@example.org,20,5458.31,high
C00403,2024-08-11,61,East Natalie,India,donna43@example.org,26,5843.41,high
C00404,2026-03-24,34,Lake Mark,US,kathryntaylor@example.org,32,4455.73,high
C00405,2023-05-24,54,North Jeffreyburgh,India,jacksondavid@example.net,3,367.97,high
C00406,2024-02-10,58,Lake Kenneth,US,randy66@example.net,15,4121.43,high
C00407,2024-12-18,28,East Shawn,UAE,portermaria@example.org,23,6133.03,low
C00408,2023-10-16,26,New Jennifer,UAE,heather56@example.net,19,1896.88,high
C00409,2024-05-02,61,Aprilport,India,michelle84@example.org,49,10128.17,low
C00410,2023-06-13,37,Port Robertshire,US,hollymaynard@example.com,23,5584.04,medium
C00411,2024-01-28,36,Westborough,US,twoodward@example.net,24,6235.87,medium
C00412,2024-12-30,55,New Christinafort,UK,trevorward@example.net,4,1139.85,low
C00413,2024-08-11,50,Lake Elizabethchester,India,rodney36@example.net,31,8190.96,medium
C00414,2024-09-23,21,Jenningsview,India,kjacobs@example.com,34,2281.01,low
C00415,2025-11-28,54,North Adamshire,US,patelgerald@example.net,22,1510.75,high
C00416,2023-11-18,49,Webbmouth,India,barrettkevin@example.org,12,2404.55,low
C00417,2023-10-07,18,Lake Lance,US,bkim@example.org,21,2180.9,low
C00418,2025-02-14,49,Kylehaven,India,melissahobbs@example.net,37,2402.77,medium
C00419,2024-08-02,45,Josephshire,US,charlesharper@example.org,41,5473.31,low
C00420,2025-01-12,41,Patrickview,India,grayjennifer@example.net,35,9479.46,high
C00421,2024-01-12,,South Katherine,India,christinacollins@example.org,13,2589.67,low
C00422,2025-05-05,40,Lake Amandamouth,India,philipharris@example.org,15,972.17,medium
C00423,2025-04-24,28,Lake Angela,India,raymondthomas@example.net,33,8330.45,medium
C00424,2024-05-14,51,Willisfort,UK,gknapp@example.org,19,3258.72,medium
C00425,2023-12-07,39,North Carrieside,US,blankenshipsally@example.org,44,5587.9,low
C00426,2023-10-06,69,Thompsontown,US,frodgers@example.com,11,386.8,low
C00427,2023-08-06,31,South Jeffbury,UAE,durhamdeanna@example.net,47,1688.08,high
C00428,2026-02-09,63,Deniseshire,UAE,iflores@example.com,11,2682.62,medium
C00429,2025-07-08,52,Port Melissa,UK,cowansarah@example.org,41,1767.86,low
C00430,2025-07-12,19,Coxville,India,owiley@example.com,43,9297.99,medium
C00431,2026-02-18,53,Juanland,India,priceamy@example.net,29,4584.52,low
C00432,2023-08-30,58,North Kyle,India,miguel44@example.net,14,1558.22,high
C00433,2023-09-01,35,New Danielle,UK,patriciasmith@example.net,7,1354.65,low
C00434,2024-08-22,24,West Patricktown,UK,randy40@example.net,27,6049.81,low
C00435,2025-02-19,24,Jenningsstad,US,tiffanycobb@example.org,19,1589.06,low
C00436,2025-11-05,51,Brendatown,India,bwilson@example.org,50,6331.94,medium
C00437,2026-02-17,53,South Melissa,US,brownashley@example.com,19,5240.13,high
C00438,2023-06-12,18,New Jenniferbury,India,granteric@example.org,31,6551.57,low
C00439,2024-03-10,27,South Lindaside,India,robert80@example.net,37,8897.47,low
C00440,2023-10-11,34,West Kylechester,UAE,morganlarry@example.net,47,4343.42,medium
C00441,2024-03-31,24,Janeside,India,cwilliams@example.org,17,4522.3,medium
C00442,2024-08-20,38,Port Darrenmouth,US,jcaldwell@example.org,24,5505.74,low
C00443,2023-12-03,18,South Brandishire,India,timothyflores@example.org,49,10246.19,low
C00444,2024-03-20,46,Ashleyborough,UK,qsparks@example.com,22,2253.76,high
C00445,2023-07-09,39,Timothyland,India,ksmith@example.org,6,364.41,medium
C00446,2024-11-16,42,Washingtonchester,UAE,chendiane@example.com,30,7790.44,medium
C00447,2024-09-06,28,Danielleland,India,brittany12@example.net,42,2762.68,high
C00448,2025-01-05,28,South Courtney,India,ann47@example.org,4,569.31,high
C00449,2023-05-05,61,Cookton,US,tranjoseph@example.com,31,2447.15,medium
C00450,2024-05-04,19,South Josephmouth,UAE,donnataylor@example.com,50,13379.33,high
C00451,2023-06-17,49,Danielsshire,India,brianhorne@example.com,9,2426.85,medium
C00452,2026-03-22,59,Williamsfurt,India,lsnyder@example.org,3,100.01,high
C00453,2024-06-15,54,Joneshaven,UAE,weberdaniel@example.org,34,6206.81,high
C00454,2023-05-14,62,New Lauren,UAE,nicholasrobinson@example.net,22,4332.34,medium
C00455,2025-03-26,48,East Danielleville,India,lovejeffrey@example.org,43,8995.68,high
C00456,2024-03-23,70,West Jacob,UK,scott82@example.org,25,6771.42,high
C00457,2023-08-16,,Kevinton,India,joycecampbell@example.org,4,666.01,medium
C00458,2023-06-29,22,North Kelly,US,warellano@example.com,32,3730.28,medium
C00459,2023-10-15,32,South Kendra,UK,linda63@example.com,18,3666.52,medium
C00460,2024-08-22,46,Brianfort,UK,bethany68@example.net,16,2415.79,medium
C00461,2024-01-03,49,Port Jackie,UAE,jason09@example.com,29,5985.91,low
C00462,2024-10-25,53,Lake Jennifer,UK,matthew98@example.com,26,781.19,low
C00463,2025-03-20,58,Travisfurt,India,kristen16@example.net,39,10542.87,high
C00464,2023-04-28,47,West Allisonmouth,India,shermanmegan@example.com,14,1793.43,low
C00465,2024-05-31,39,West Angelborough,UK,yochoa@example.com,15,3558.04,high
C00466,2024-12-08,41,Angelaside,UAE,dennisclark@example.net,31,4717.7,low
C00467,2024-11-22,18,Maddoxville,India,cartertracy@example.org,49,6168.49,high
C00468,2025-09-09,41,New Joshuamouth,UAE,jessica81@example.net,19,1115.43,low
C00469,2025-06-23,63,Toddberg,UAE,ybaird@example.org,32,7194.27,low
C00470,2026-02-05,30,Porterstad,India,vincentdean@example.org,17,4779.69,medium
C00471,2023-12-15,68,North Adamport,India,garciakirsten@example.org,14,3129.46,low
C00472,2025-06-29,58,Reyesport,UAE,gregorymatthews@example.com,49,9259.97,medium
C00473,2023-08-30,50,New Jamesmouth,India,pjones@example.net,30,8707.22,low
C00474,2024-01-08,53,Lake Brookebury,US,walshjeffrey@example.com,34,8720.33,medium
C00475,2023-11-04,29,Thomasmouth,UAE,tbrady@example.org,33,6144.92,high
C00476,2023-11-16,60,Lake Jimmyhaven,UK,hannah17@example.org,9,1742.97,medium
C00477,2025-09-11,44,Tylerside,UK,jesus81@example.com,33,9150.76,low
C00478,2023-11-02,39,West Courtneyside,India,vickiele@example.net,18,2740.83,low
C00479,2026-01-02,62,Barrettfort,UAE,thompsonjason@example.com,9,1514.88,high
C00480,2025-11-18,63,Lake Janet,UAE,qlynn@example.org,36,10173.18,high
C00481,2025-12-07,57,Sharpchester,UAE,jennifer32@example.net,14,1518.39,medium
C00482,2023-12-15,63,East Christy,UAE,ashleythomas@example.net,44,12905.13,low
C00483,2025-09-12,58,Taylormouth,India,vernon91@example.org,33,7319.24,medium
C00484,2026-03-23,54,Woodardfurt,UAE,dawsondeborah@example.org,36,7982.4,high
C00485,2023-09-30,52,New Lisa,India,jennifersalazar@example.net,48,12812.1,medium
C00486,2024-04-25,19,West Benjamin,US,laura05@example.com,1,69.24,high
C00487,2023-05-09,66,West Pamela,India,jefferyblake@example.org,4,1182.21,high
C00488,2023-07-14,21,West Zacharyberg,UAE,daltonblankenship@example.com,17,4110.2,low
C00489,2024-09-06,40,North Ianberg,US,juliamorris@example.com,49,2825.81,high
C00490,2023-12-25,32,North Luis,UAE,tmoon@example.org,48,9826.67,medium
C00491,2024-11-03,68,Stephaniestad,UAE,ericawalsh@example.com,16,1722.6,high
C00492,2025-10-20,42,South Ashley,US,jade28@example.net,4,1153.24,high
C00493,2024-08-12,21,West Kathryn,India,christianmccarthy@example.net,21,4846.61,low
C00494,2025-02-12,46,Port Peterland,India,mdavidson@example.com,40,11044.05,high
C00495,2023-06-15,66,West Chelsea,UK,karl15@example.com,46,8168.96,high
C00496,2025-09-08,30,West Renee,India,johnmata@example.org,13,1965.34,high
C00497,2026-03-31,29,Rodneyborough,UAE,rodriguezbrenda@example.com,5,843.69,medium
C00498,2025-05-11,53,Rachelview,India,tannermonica@example.net,3,195.35,high
C00499,2024-02-10,,Lake Aaron,US,laurie41@example.org,17,3767.47,low
C00500,2023-05-19,38,East Katherineton,UK,patrick54@example.org,3,131.19,high
C00501,2025-09-23,37,Port Tracy,US,nathanbenton@example.org,40,9731.01,high
C00502,2024-08-30,63,Geraldchester,India,audreyhurst@example.org,23,3952.7,low
C00503,2023-10-24,50,Port Phillipburgh,India,nguyenjennifer@example.com,34,4838.25,high
C00504,2024-04-25,32,Port Deniseland,India,jennifer10@example.com,26,5436.61,medium
C00505,2023-06-22,66,Port Bonnie,UK,robin25@example.com,24,4157.63,high
C00506,2025-07-09,18,Port Brittanyborough,India,james72@example.com,49,10320.06,medium
C00507,2025-06-28,57,Margarethaven,UK,santosdonna@example.net,16,1533.33,low
C00508,2024-02-18,42,Powersshire,India,matthew90@example.net,44,5904.21,high
C00509,2026-04-03,51,Hortonmouth,India,judyriley@example.com,47,7936.58,high
C00510,2024-09-24,36,North Caleb,UAE,stephanie50@example.org,29,2377.37,high
C00511,2024-01-29,28,East Marcborough,UK,dcarpenter@example.com,6,1043.79,high
C00512,2024-02-19,58,South Ethanmouth,India,ymcguire@example.com,5,1317.68,medium
C00513,2024-04-30,62,Matthewmouth,UAE,emily11@example.org,7,1675.14,high
C00514,2023-08-16,27,Port Adamville,India,dhenderson@example.net,5,769.95,medium
C00515,2025-03-24,21,Port Joanna,India,jeremystevens@example.net,3,733.31,high
C00516,2024-07-11,32,East Danielbury,India,victoriahart@example.com,5,700.3,medium
C00517,2024-12-08,38,Thomasview,India,andrewcole@example.com,41,5541.79,low
C00518,2023-07-12,,New Karaside,UAE,bpotter@example.net,35,6893.4,high
C00519,2025-11-21,,Port Nancyfurt,India,elizabethscott@example.net,38,4810.0,high
C00520,2025-02-02,61,Steventown,India,karen17@example.net,7,1356.41,medium
C00521,2024-09-14,42,Douglasfurt,US,jeremy13@example.org,49,12346.68,low
C00522,2023-05-07,32,Bradleychester,India,thomas72@example.com,31,7180.33,high
C00523,2024-04-20,27,Port Diane,India,ugaines@example.com,19,4044.49,high
C00524,2025-06-07,18,Hunterstad,UK,christianmartinez@example.org,42,11179.86,low
C00525,2025-02-06,,West Christian,UK,moorethomas@example.org,8,1528.77,high
C00526,2025-09-09,37,Whitebury,India,benjamin50@example.org,36,8353.44,high
C00527,2023-08-06,59,West Kirk,UK,washingtonanthony@example.org,23,1574.65,low
C00528,2023-11-19,34,Montgomeryton,India,ctorres@example.org,15,914.22,high
C00529,2024-06-09,66,Lake Teresa,UK,joseph21@example.com,37,5718.04,high
C00530,2025-11-08,22,South Charlesshire,India,kirsten21@example.com,5,282.57,high
C00531,2025-05-31,39,West Brett,India,benjamingeorge@example.com,38,2455.49,high
C00532,2025-05-01,57,Vegachester,India,yherrera@example.com,16,4368.51,medium
C00533,2023-04-23,57,Webbberg,UAE,shanesaunders@example.net,32,3601.04,high
C00534,2023-06-15,41,Port James,India,scottdennis@example.net,10,2888.38,low
C00535,2024-07-24,68,New Crystal,India,monica74@example.com,1,222.29,high
C00536,2025-08-18,41,West Amanda,India,laura86@example.org,28,5977.63,medium
C00537,2025-12-30,40,North Susanville,India,michelecardenas@example.net,31,5005.95,low
C00538,2025-06-11,23,Wyattberg,India,hdouglas@example.org,12,3142.23,low
C00539,2024-09-02,64,Paulport,UAE,dean51@example.net,35,1772.57,low
C00540,2026-03-11,58,Lake Rachelbury,India,bsmith@example.com,2,498.83,high
C00541,2024-03-19,31,East Marthaville,India,dana66@example.net,26,4652.19,high
C00542,2023-10-23,67,North Tammyfurt,India,yromero@example.org,35,4506.99,low
C00543,2025-10-07,36,Dominicview,India,micheleklein@example.org,50,7773.47,high
C00544,2024-05-02,50,Brandonstad,India,danabarnett@example.net,6,1253.54,high
C00545,2024-03-01,50,West Tammyland,India,masonjessica@example.com,44,6621.1,low
C00546,2023-10-22,60,Lake Tiffanyville,India,angela14@example.com,37,8461.84,medium
C00547,2024-05-23,,Randallhaven,US,megandouglas@example.com,23,2129.17,medium
C00548,2025-10-09,60,South Wendyshire,India,gallowaymark@example.com,24,4075.9,medium
C00549,2025-10-19,47,Torreshaven,India,kimberly45@example.org,25,1019.36,high
C00550,2024-02-10,51,Port Tiffany,UAE,ortegaderek@example.org,21,5334.1,high
C00551,2025-12-09,54,East Amyberg,India,carmenrodriguez@example.net,17,2238.87,medium
C00552,2025-12-18,22,Christophermouth,UK,allisonbrown@example.com,24,2350.28,low
C00553,2023-05-31,70,Amandaton,India,sabrinalee@example.com,34,5489.39,medium
C00554,2024-11-22,,Ramoschester,India,cindyrosales@example.net,39,5802.13,low
C00555,2024-12-13,35,Josephburgh,India,eric69@example.org,5,352.82,low
C00556,2023-08-15,70,Turnerbury,India,cblack@example.org,24,5003.99,medium
C00557,2024-12-29,48,Hernandezbury,UAE,mariaduncan@example.com,22,3504.16,low
C00558,2025-11-29,44,South Kathy,India,bevans@example.org,38,3640.06,low
C00559,2024-08-18,26,South Brandi,UAE,david76@example.net,37,6231.3,high
C00560,2024-04-25,34,Cunninghammouth,India,douglasperry@example.com,10,1694.93,medium
C00561,2024-09-06,58,Fernandezmouth,India,fergusondavid@example.com,39,10420.7,high
C00562,2025-05-06,23,East Jamesberg,India,kenneth48@example.org,43,6505.25,medium
C00563,2025-01-21,44,Bushmouth,UK,michaelandrews@example.org,31,2124.5,high
C00564,2026-01-08,60,Lauratown,UK,tammyrodgers@example.net,50,5071.03,high
C00565,2024-01-18,47,North Ashley,UK,terrykathy@example.net,44,8336.28,low
C00566,2024-05-11,24,Lake Lindseyton,India,harrischristopher@example.net,25,2115.85,high
C00567,2024-09-01,27,Cassiemouth,UK,tinadavis@example.org,44,2464.03,medium
C00568,2024-04-02,68,South Matthewview,UK,cbradford@example.net,40,6635.96,low
C00569,2025-06-30,26,South Anthony,UK,chapmanscott@example.com,6,1053.64,low
C00570,2026-04-10,45,Christophertown,UK,jmcmillan@example.com,50,7179.23,low
C00571,2024-06-11,32,Andrewchester,US,gregory74@example.net,45,10943.1,medium
C00572,2023-07-31,65,East Ronnieview,UAE,eyoung@example.net,23,4267.71,medium
C00573,2024-12-24,67,New Devin,India,ibarrabrian@example.com,9,2481.51,low
C00574,2024-03-17,52,Lauriefurt,US,gregmiranda@example.org,19,1892.54,low
C00575,2024-12-17,18,Christinafurt,UK,annette56@example.net,46,7869.95,high
C00576,2024-09-07,31,Rochamouth,UAE,amyers@example.org,1,247.16,medium
C00577,2023-11-14,45,Perezhaven,UAE,michael01@example.com,24,4513.2,medium
C00578,2024-08-12,41,Michaelland,UK,perezdenise@example.net,35,3654.05,high
C00579,2025-10-11,44,Ferrellton,UK,uwalton@example.net,26,6282.19,medium
C00580,2024-10-07,53,Annfurt,US,williamsdavid@example.net,12,1182.24,medium
C00581,2024-01-10,63,Richardchester,US,stephanieherrera@example.org,37,8460.47,high
C00582,2023-12-24,46,Kyleview,UAE,frankgarcia@example.com,8,2290.37,low
C00583,2023-08-10,68,Lindachester,India,laura35@example.org,14,3447.23,high
C00584,2025-07-03,21,Amytown,India,darryl90@example.net,45,6077.61,high
C00585,2025-06-18,70,Port Jamesland,India,betty04@example.com,1,157.35,high
C00586,2025-06-09,34,West Williamville,India,jill19@example.net,28,3643.51,high
C00587,2024-05-22,43,Rodriguezland,UK,qhall@example.com,3,621.5,medium
C00588,2025-07-25,21,Thomasmouth,India,sandrawilliams@example.com,46,9332.42,medium
C00589,2025-01-21,60,West Robert,UK,bradleychristopher@example.com,1,107.22,low
C00590,2024-06-29,62,South Marissa,India,ecrosby@example.net,39,7647.95,high
C00591,2024-06-20,59,West Lauratown,India,cheryl96@example.com,3,880.27,low
C00592,2023-05-24,40,South Christopherton,UAE,vmcmahon@example.com,18,2460.4,high
C00593,2025-07-18,65,New Michelemouth,UAE,pmullins@example.org,13,630.85,low
C00594,2024-09-17,53,North Douglas,UK,rmorales@example.net,36,4463.49,medium
C00595,2023-07-24,30,Port Joseph,US,rmorgan@example.com,15,4215.34,high
C00596,2024-03-18,44,Port Paulview,UK,amandaandrews@example.com,1,58.75,low
C00597,2025-07-07,25,East Edgarborough,UK,adrian15@example.com,33,9514.28,high
C00598,2024-02-29,46,Kingshire,US,eosborne@example.org,37,6736.05,low
C00599,2026-02-03,67,Gordonmouth,US,beltranmichael@example.org,49,10487.5,high
C00600,2023-12-08,34,East Mitchell,India,klee@example.com,2,266.64,low
C00601,2025-06-08,69,East Kimberlybury,India,yporter@example.org,44,6219.62,medium
C00602,2023-06-02,62,Port Williamburgh,India,jessica65@example.com,34,3299.0,low
C00603,2024-02-11,70,South Jasonport,India,josejohnson@example.com,26,1313.72,low
C00604,2024-07-04,31,New Michelleburgh,UK,lpena@example.net,31,3182.16,high
C00605,2025-02-13,30,Bridgesview,US,kimlawrence@example.net,44,10076.89,low
C00606,2024-01-24,34,North Heatherchester,India,amanda52@example.org,48,4410.53,low
C00607,2023-04-26,67,West Karenview,India,dgarcia@example.com,40,2494.69,low
C00608,2024-02-17,49,Patricialand,UK,zmercer@example.net,44,1398.69,high
C00609,2025-01-17,41,Lake Rebecca,UK,hwolf@example.net,3,345.49,high
C00610,2026-03-27,66,Lake Shelly,UK,danielskrystal@example.net,18,1902.1,low
C00611,2023-12-13,21,East Danielport,UK,wjohnson@example.com,49,12044.34,medium
C00612,2026-01-26,,Ruthchester,India,candiceclark@example.com,35,4770.62,high
C00613,2025-03-23,25,Williambury,UAE,ghenderson@example.com,50,8495.77,medium
C00614,2025-09-15,,Bonnieville,UAE,atkinsoncolleen@example.com,45,3910.64,high
C00615,2023-09-17,57,Alexandriamouth,India,ingramdonald@example.org,7,563.72,medium
C00616,2023-12-11,57,Priceshire,India,erik05@example.org,16,2060.79,medium
C00617,2026-04-05,62,East Nicoleburgh,India,susanharris@example.com,28,3599.99,medium
C00618,2024-12-24,54,Port Lisa,India,chad84@example.org,18,5299.26,high
C00619,2024-01-24,64,Anthonytown,India,sandrakirby@example.org,15,3706.55,high
C00620,2024-07-20,30,South Kylieborough,India,batessandra@example.com,28,6888.28,high
C00621,2024-06-30,18,Connormouth,India,nicholas96@example.net,10,1438.11,low
C00622,2026-03-01,64,West Sarah,India,jennagregory@example.com,41,9923.64,medium
C00623,2025-03-28,54,Port Samuelville,India,uhughes@example.com,17,2338.66,high
C00624,2023-08-09,70,Riverastad,India,kevin73@example.com,11,1745.32,high
C00625,2026-02-12,39,Carlatown,India,gnewton@example.org,7,892.22,high
C00626,2023-08-08,34,Hernandezburgh,India,cookrobert@example.org,36,1272.8,low
C00627,2024-03-28,56,South Kyle,India,sanchezkristin@example.org,23,4272.26,high
C00628,2025-05-26,67,Langshire,India,timothy33@example.net,42,5286.94,high
C00629,2024-04-04,65,South Taylorfort,US,kjordan@example.com,33,8916.63,medium
C00630,2024-03-09,58,Jeffreyside,India,stewartalicia@example.org,40,10577.18,high
C00631,2025-11-18,57,Michaelside,UK,whitneyallen@example.net,22,3064.35,low
C00632,2023-12-29,32,East Ernest,India,ohenderson@example.org,6,693.34,medium
C00633,2025-01-03,59,Smithberg,US,christine61@example.org,46,4748.9,medium
C00634,2024-09-20,41,Rogersbury,UAE,hobbsstephanie@example.org,50,9423.42,medium
C00635,2024-10-02,19,North Jesustown,India,tking@example.net,27,6115.46,high
C00636,2025-01-28,62,Jonesmouth,UAE,andreawelch@example.org,17,877.5,low
C00637,2024-06-04,22,Bowenview,US,josedickerson@example.org,26,4630.0,low
C00638,2023-04-17,66,Bartletthaven,India,benjamindevin@example.com,50,2903.03,high
C00639,2024-07-05,42,Christineberg,India,scottphilip@example.com,10,919.26,high
C00640,2026-03-16,26,Benjaminborough,India,lisaberry@example.net,19,3272.19,low
C00641,2025-02-08,,Sanchezport,India,gonzalesbrianna@example.com,2,524.6,medium
C00642,2024-07-13,52,Karaville,India,vanessahernandez@example.com,31,5521.32,low
C00643,2024-02-13,55,Nicholasville,UK,nancy40@example.com,45,6897.0,high
C00644,2026-02-24,45,Ashleyton,UK,emilymay@example.com,41,8312.44,high
C00645,2023-12-16,48,Port Kevin,UK,christophersmall@example.org,20,1826.49,low
C00646,2025-08-06,44,West Bryan,India,medinaheather@example.org,29,2089.27,low
C00647,2025-03-07,66,North Lisafort,India,anguyen@example.org,1,122.85,medium
C00648,2024-03-19,,Swansonshire,US,williambauer@example.com,35,9998.75,medium
C00649,2025-07-04,,Strongland,US,qgarcia@example.net,20,4909.01,high
C00650,2025-07-24,53,South Matthewmouth,India,xwheeler@example.com,15,1213.71,high
C00651,2023-07-23,28,New Robertside,UAE,uallen@example.net,28,6412.61,medium
C00652,2023-06-27,23,Alvarezview,US,goldendavid@example.net,25,4970.93,high
C00653,2024-02-10,57,Alvarezville,UAE,joshua22@example.org,49,10527.79,medium
C00654,2023-08-30,69,New Briantown,India,ejones@example.net,42,5942.33,low
C00655,2025-05-25,25,Fitzgeraldtown,UAE,zrobertson@example.net,12,1835.31,medium
C00656,2024-05-27,49,Andrewberg,India,qcross@example.com,18,2098.33,low
C00657,2023-12-05,19,Vargasport,India,emurray@example.com,4,1170.12,medium
C00658,2024-12-29,46,Timhaven,UAE,john57@example.org,18,579.87,low
C00659,2023-10-21,,Brandyville,India,sbarber@example.org,10,1223.16,medium
C00660,2025-06-27,47,New Larry,UAE,michelleporter@example.com,32,7797.91,medium
C00661,2025-09-18,27,Mooreview,India,oguzman@example.org,6,611.74,medium
C00662,2025-01-18,29,East John,India,jyoung@example.org,5,1359.19,medium
C00663,2025-03-19,25,Port Lisa,UAE,aroach@example.net,25,2430.5,medium
C00664,2023-09-24,20,Edwardmouth,India,zjones@example.com,16,2470.81,low
C00665,2026-01-07,31,Adamston,US,jill34@example.net,34,4592.15,medium
C00666,2024-09-24,64,New Loriport,India,wdavis@example.org,21,4852.59,high
C00667,2025-06-30,48,Watkinston,UAE,adam92@example.net,34,3763.1,medium
C00668,2025-12-12,31,Pierceland,India,fieldskevin@example.org,4,374.84,medium
C00669,2025-10-07,,Lake Heidiberg,India,hbrock@example.net,21,3945.23,medium
C00670,2025-01-08,,New Heidi,India,hawkinsandrew@example.org,16,2990.25,high
C00671,2023-06-15,27,Carterborough,India,stephen40@example.org,31,7381.57,low
C00672,2024-11-25,61,Valerieport,UK,williamkennedy@example.net,11,1335.11,high
